ID,PlateNumber,VINNumber,Make,Model,Year,Trim,BodyStyle,Engine,Birthplace,Nickname
589372943478554624,YZA11C,1N4BU31D5VC238258,Nissan,Altima GLE / GXE / SE / XE,1997,-,Sedan 4D,2.4L I4 EFI,United States,Altima GLE / GXE / SE / XE
589372943478554624,K6A1CF,2C3CCACG9CH224083,Chrysler,300 Limited,2012,-,Sedan 4D,3.6L V6 MPI,Canada,300 Limited
589372943478554624,94A2BPA,SADCK2FX8LA629760,Jaguar,F-Pace 25t Prestige,2020,25t Prestige,SUV 4D,2.0L I4 DI,United Kingdom,F-Pace 25t Prestige
589372943478554624,CLJ9601,1FTSW2BR5AEA68846,Ford,F250 Super Duty Cabelas / Harley Davidson / King Ranch / Lariat / XL / XLT,2010,-,Crew Cab 4D,6.4L V8 FI,United States,F250 Super Duty Cabelas / Harley Davidson / King Ranch / Lariat / XL / XLT
589372943478554624,YSA1B4A,KMHHT6KD4BU056785,Hyundai,Genesis Coupe Base / Premium / R-Spec,2011,-,Coupe 2D,2.0L I4 MPI,South Korea,Genesis Coupe Base / Premium / R-Spec
589372943478554624,CZA0A9A,1FTBR3X82LKA47860,Ford,Transit 250 High Roof,2020,250 Van,Cargo Van 2D,3.5L V6 DI,United States,Amazon2
589372943478554624,AWP4091,5N1AA08D68N626347,Nissan,Armada LE / SE,2008,-,SUV 4D,5.6L V8 MPI,United States,Armada LE / SE
589372943478554624,AHW7525,3GNCA23BX9S630107,Chevrolet,HHR LT,2009,-,SUV 4D,2.2L I4 MPI,Mexico,HHR LT
589372943478554624,UKW8073,JF2GPALC8H8252650,Subaru,Crosstrek Limited,2017,-,Wagon 4D,2.0L H4 DI,Japan,Crosstrek Limited
589372943478554624,BHW7546,5N1AZ2MG1HN184520,Nissan,Murano Platinum / S / SL / SV,2017,-,SUV 4D,3.5L V6 DI / SMPI,United States,Murano Platinum / S / SL / SV
589372943478554624,CPH0326,3C6TRVDG2JE148903,Ram,2500 ProMaster Van High Ceiling,2018,2500 Tradesman 159-in. WB,Cargo Van 2D,3.6L V6 MPI,Mexico,2500 ProMaster Van High Ceiling
589372943478554624,46A3A1A,5XYPGDA54KG485915,Kia,Sorento LX,2019,LX,SUV 4D,3.3L V6 DI,United States,Sorento LX
589372943478554624,CGZ7223,1FMZU32E3XZA74777,Ford,Explorer Eddie Bauer / Limited / XL / XLT,1999,-,SUV 4D,4.0L V6 EFI,United States,Explorer Eddie Bauer / Limited / XL / XLT
589372943478554624,G716JK,1FM5K8AB0LGA19749,Ford,Explorer,2020,Police,Police / SUV 4D,3.3L V6 DI,United States,Explorer 
589372943478554624,101PMG,3LN6L2LU3GR606698,Lincoln,MKZ Hybrid,2016,-,Sedan 4D,2.0L I4 SMPI,Mexico,MKZ Hybrid
589372943478554624,CNG5590,19XFC2F61KE022236,Honda,Civic LX,2019,LX Honda Sensing,Sedan 4D,2.0L I4 MPI,United States,Civic LX
589372943478554624,T1A4YF,1N4AA5AP5BC804375,Nissan,Maxima S / SV,2011,-,Sedan 4D,3.5L V6 MPI / SMPI,United States,Maxima S / SV
589372943478554624,5BA9ZC,1NXBR32EX7Z792701,Toyota,Corolla CE / LE / S,2007,-,Sedan 4D,1.8L I4 EFI,United States,Corolla CE / LE / S
589372943478554624,T3931,2GCEC19V431134777,Chevrolet,Silverado 1500 Base / LS / LT / W/T,2003,-,Extended Cab 4D,4.8L V8 SFI,Canada,Silverado 1500 Base / LS / LT / W/T
589372943478554624,CJH6887,3N1BC13E27L402664,Nissan,Versa S / SL,2007,-,Hatchback 4D,1.8L I4 EFI,Mexico,Versa S / SL
589372943478554624,MTA9BHA,1G8AJ55F16Z209127,Saturn,Ion 2,2006,-,Sedan 4D,2.2L I4 EFI,United States,Ion 2
589372943478554624,MNA7DJA,4T1JZ1FBXLU046260,Toyota,Avalon XLE,2020,-,Sedan 4D,3.5L V6 DI,United States,Avalon XLE
589372943478554624,CH27963,1FDWE3FN4NDC00584,Ford,E-350SD,2022,-,,,United States,E-350SD
589372943478554624,CHV8926,1C6RR6KT3JS141407,Ram,1500 Tradesman,2018,-,Crew Cab 4D,5.7L V8 SMPI,United States,1500 Tradesman
589372943478554624,EPA5SE,3FA6P0H79ER193771,Ford,Fusion SE,2014,-,Sedan 4D,2.5L I4 SMPI,Mexico,Fusion SE
589372943478554624,2XA3MD,3GTP8BED2LG223624,GMC,Sierra 1500 SLE,2020,-,Crew Cab / LWB / SWB 4D,5.3L V8 DI,Mexico,Sierra 1500 SLE
589372943478554624,85A6C9A,JTDKN3DUXA0071118,Toyota,Prius,2010,-,Hatchback 4D,1.8L I4 EFI,Japan,Prius 
589372943478554624,609EGG,4B3AG52H52E021643,Dodge,Stratus R/T,2002,-,Coupe 2D,3.0L V6 EFI,United States,Stratus R/T
589372943478554624,BVB7921,JTEES42A282044011,Toyota,Highlander Limited,2008,-,SUV 4D,3.5L V6 SFI,Japan,Highlander Limited
589372943478554624,COVID,JH4DC4359VS011855,Acura,Integra LS,1997,-,Hatchback 2D,1.8L I4 EFI,Japan,Integra LS
589372943478554624,LJA0AYA,1NXBR30E46Z763759,Toyota,Corolla CE / LE / S,2006,-,Sedan 4D,1.8L I4 EFI,United States,Corolla CE / LE / S
589372943478554624,0XA25F,3C7WRNFL8NG106118,Ram,5500,2022,-,Crew Cab,6.7-L L-6 OHV 24V Turbo Diesel,Mexico,5500
589372943478554624,FNA2B3A,1ZVFT82H955105355,Ford,Mustang GT,2005,-,Coupe 2D,4.6L V8 EFI,United States,Mustang GT
589372943478554624,CFC7111,JN8AS58T78W006580,Nissan,Rogue S / SL,2008,-,SUV 4D,2.5L I4 MPI,Japan,Rogue S / SL
589372943478554624,CJA8ZC,2HGFC2F82LH600224,Honda,Civic Sport,2020,EX Honda Sensing,Sedan 4D,2.0L I4 MPI,Canada,CodysTwin
589372943478554624,3PA5XA,3MZBN1U73JM239349,Mazda,Mazda3 Sport,2018,I Sport,Sedan 4D,2.0L I4 DI,Mexico,Mazda3 Sport
589372943478554624,JPE111,3VWRT81K76M009990,Volkswagen,Jetta,2006,-,Sedan 4D,1.9L I4 DI / FI,Mexico,Jetta 
589372943478554624,AVA52F,5GRGN23U06H116849,Hummer,H2,2006,-,SUV 4D,6.0L V8 SFI,United States,H2 
589372943478554624,CPR9133,3D4GG57V99T215873,Dodge,Journey SXT,2009,-,SUV 4D,3.5L V6 MPI,Mexico,Journey SXT
589372943478554624,3PA0HB,JTHKD5BH5C2085972,Lexus,CT 200h,2012,-,Hatchback 4D,1.8L I4 EFI,Japan,CT 200h
589372943478554624,0AA3SC,5YJ3E1EA2MF983003,Tesla,Model 3 Standard Range Plus,2021,,Sedan,Electric 0 0,United States,Model 3 Standard Range Plus
589372943478554624,CGC1277,1GCEC19T46Z144302,Chevrolet,Silverado 1500 Hybrid LT / LS / LT / W/T,2006,-,Extended Cab 4D,5.3L V8 SFI,United States,Silverado 1500 Hybrid LT / LS / LT / W/T
589372943478554624,HRCHRGR,2C3CDXGJ7JH163254,Dodge,Charger R/T 392,2018,R/T 392,Sedan 4D,6.4L V8 MDS,Canada,Charger R/T 392
589372943478554624,03A2JC,2FTRF17224CA57415,Ford,F150 Heritage XL / Heritage XLT,2004,-,Regular Cab 2D,4.2L V6 EFI,Canada,F150 Heritage XL / Heritage XLT
589372943478554624,8HA9DA,5J6RE3H75AL008505,Honda,CR-V EX-L,2010,-,SUV 4D,2.4L I4 MPI,United States,CR-V EX-L
589372943478554624,BTJ3739,JTKJF5C70B3005413,Scion,tC,2011,-,Hatchback 2D,2.5L I4 SFI,Japan,tC 
589372943478554624,CPR7739,1HGFA16848L033041,Honda,Civic EX,2008,-,Sedan 4D,1.8L I4 MPI,United States,Civic EX
589372943478554624,8675309,1C4RJEAG6JC511869,Jeep,Grand Cherokee Laredo,2018,-,SUV 4D,3.6L V6 MPI,United States,Grand Cherokee Laredo
589372943478554624,540YNN,1YVHP84C785M39285,Mazda,Mazda6 i,2008,-,Liftback 4D,2.3L I4 MPI,United States,Mazda6 i
589372943478554624,TMNT27,1C6RR6GGXLS105230,Ram,1500 SLT / Warlock,2020,-,Quad Cab 4D,3.6L V6 MPI,United States,1500 SLT / Warlock
589372943478554624,NRA57D,2HGFC1E5XKH700801,Honda,Civic Si,2019,SI,Sedan 4D,1.5L I4 DI,Canada,Civic Si
589372943478554624,CLC4409,JTKDE167880226997,Scion,tC Base / Release Series 4.0 / Spec,2008,-,Hatchback 2D,2.4L I4 EFI,Japan,tC Base / Release Series 4.0 / Spec
589372943478554624,BZS6803,JA3AH86F83U115156,Mitsubishi,Lancer Evo,2003,-,Sedan 4D,2.0L I4 EFI,Japan,Lancer Evo
589372943478554624,S6889,1GKS2DKC3KR188176,GMC,Yukon SLT Standard Edition,2019,-,SUV 4D,5.3L V8 DI,United States,Yukon SLT Standard Edition
589372943478554624,CEL6056,3N1AB7AP3HY290208,Nissan,Sentra S / SL / SR / SV,2017,-,Sedan 4D,1.8L I4 SMPI,Mexico,Sentra S / SL / SR / SV
589372943478554624,BGB5974,1HGCG16592A003964,Honda,Accord EX,2002,-,Sedan 4D,3.0L V6 EFI,United States,Accord EX
589372943478554624,BTT9291,JTKJF5C71D3050637,Scion,tC Base / Release Series 8.0,2013,-,Hatchback 2D,2.5L I4 SFI,Japan,tC Base / Release Series 8.0
589372943478554624,E1A7XE,JTMH1RFV7MD522923,Toyota,RAV4 LE,2021,LE,SUV 4D,2.5L I4 DI,Japan,RAV4 LE
589372943478554624,16A58D,3C6RR7KT1MG692890,Ram,1500 Express / ST / SXT / Tradesman,2021,Tradesman,Crew Cab 4D,5.7L V8 MDS,Mexico,1500 Express / ST / SXT / Tradesman
589372943478554624,RDRGIRL,1GKEC13V14J125152,GMC,Yukon SLE / SLT,2004,-,SUV 4D,4.8L V8 SFI,United States,Yukon SLE / SLT
589372943478554624,AJB8085,3TMMU4FN6AM018307,Toyota,Tacoma SR5,2010,-,Double Cab / LWB 4D,4.0L V6 EFI,Mexico,Tacoma SR5
589372943478554624,CJK4928,7FARW1H58JE044458,Honda,CR-V EX,2018,EX,SUV 4D,1.5L I4 DI,United States,CR-V EX
589372943478554624,CJG2018,4S4BSENC7H3364795,Subaru,Outback 3.6R Limited,2017,-,Wagon 4D,3.6L H6 SMPI,United States,Outback 3.6R Limited
589372943478554624,NEA5RE,3N1CP5BV4ML476116,Nissan,Kicks S,2021,Grade S,SUV 4D,1.6L I4 SMPI,Mexico,Kicks S
589372943478554624,CNL5115,2GNAXJEV5J6185933,Chevrolet,Equinox LT,2018,-,SUV 4D,1.5L I4 DI,Canada,Equinox LT
589372943478554624,SPURZZ,5XXGN4A74CG038904,Kia,Optima EX,2012,-,Sedan 4D,2.4L I4 DI,United States,Optima EX
589372943478554624,BMY2912,1G1AM18B567679339,Chevrolet,Cobalt SS,2006,-,Coupe 2D,2.4L I4 MPI,United States,Cobalt SS
589372943478554624,026XMR,JTMZFREV4GJ066697,Toyota,RAV4 LE,2016,-,SUV 4D,2.5L I4 DI,Japan,RAV4 LE
589372943478554624,JMA25D,5TFEY5F14MX287416,Toyota,Tundra SR5,2021,-,Crew Cab / Crew Max 4D,5.7L V8 EFI,United States,Tundra SR5
589372943478554624,2GA53B,1N4AL3AP9JC171327,Nissan,Altima S / SL / SR / SV,2018,-,Sedan 4D,2.5L I4 SMPI,United States,Altima S / SL / SR / SV
589372943478554624,CPL6463,1C4NJPBA1FD179362,Jeep,Patriot Sport,2015,-,SUV 4D,2.0L I4 SFI,United States,Patriot Sport
589372943478554624,CVE2501,3G1BE5SM3HS526496,Chevrolet,Cruze LT,2017,-,Sedan 4D,1.4L I4 DI,Mexico,Cruze LT
589372943478554624,T1A9FD,5GZER13738J269575,Saturn,Outlook XE,2008,-,SUV 4D,3.6L V6 SFI,United States,Outlook XE
589372943478554624,Y1A8TF,2GNAXJEVXJ6130748,Chevrolet,Equinox LT,2018,-,SUV 4D,1.5L I4 DI,Canada,Equinox LT
589372943478554624,VZA9GF,1D4GP25R93B284043,Dodge,Caravan SE / SXT,2003,-,Wagon 4D,3.3L V6 SFI / SMPI,United States,Caravan SE / SXT
589372943478554624,HPA4B2A,5XYPG4A30KG499678,Kia,Sorento L / LX,2019,LX,SUV 4D,2.4L I4 DI,United States,Sorento L / LX
589372943478554624,LBA4VD,2C3CDXBG5EH155218,Dodge,Charger SE,2014,-,Sedan 4D,3.6L V6 MPI,Canada,Charger SE
589372943478554624,619TNC,1FAFP53U13G106024,Ford,Taurus SE,2003,-,Sedan 4D,3.0L V6 EFI,United States,Taurus SE
589372943478554624,CTK4786,2GCEC19T541279908,Chevrolet,Silverado 1500 Base / LS / LT / W/T,2004,-,Extended Cab 4D,5.3L V8 SFI,Canada,Silverado 1500 Base / LS / LT / W/T
589372943478554624,JAZMSTR,1NXAE04B8SZ255570,Toyota,Corolla,1995,-,Sedan 4D,1.6L I4 MPI,United States,Corolla 
589372943478554624,BWN9587,2T1BURHE7GC692615,Toyota,Corolla L / LE / LE Plus / LE Premium / S / S Plus / S Premium / Special Edition,2016,-,Sedan 4D,1.8L I4 EFI,Canada,Corolla L / LE / LE Plus / LE Premium / S / S Plus / S Premium / Special Edition
589372943478554624,N9A7LC,1C4SDJFT0MC720570,Dodge,Durango,2021,SSV,AWD,3.6-L V-6 DOHC 24V,United States,Durango
589372943478554624,JRG15,3VW2K7AJ9FM291331,Volkswagen,Jetta S,2015,-,Sedan 4D,2.0L I4 MPI,Mexico,Jetta S
589372943478554624,ACM4273,JF2SKAJC3MH506142,Subaru,Forester 2.5i Premium,2021,Premium,SUV 4D,2.5L H4 MPI,Japan,Forester 2.5i Premium
589372943478554624,83A65C,5FPYK3F13MB012611,Honda,Ridgeline Sport,2021,SPORT,Crew Cab 4D,3.5L V6 DI,United States,Ridgeline Sport
589372943478554624,P1A80E,JTDKB20U473261111,Toyota,Prius,2007,-,Hatchback 4D,1.5L I4 EFI,Japan,Prius 
589372943478554624,BNE2897,5TDZA3EH8DS037854,Toyota,Highlander Base / Plus,2013,-,SUV 4D,2.7L I4 EFI,United States,Highlander Base / Plus
589372943478554624,ADK6874,WBXPA93476WG91568,BMW,X3,2006,-,SAV 4D,3.0L I6 EFI,Germany,X3 
589372943478554624,CL46749,7FARW1H82KE002301,Honda,CR-V EX-L,2019,EX-L,SUV 4D,1.5L I4 DI,United States,CR-V EX-L
589372943478554624,G9A16F,2GNFLGE34H6213802,Chevrolet,Equinox Premier,2017,-,SUV 4D,3.6L V6 SIDI,Canada,Equinox Premier
589372943478554624,S4524,KM8J33AL7LU171939,Hyundai,Tucson Limited / SEL / Sport / Ultimate,2020,SEL,SUV 4D,2.4L I4 DI,South Korea,Tucson Limited / SEL / Sport / Ultimate
589372943478554624,ANA4KB,WBAFR7C51CC809345,BMW,5 Series 535i,2012,-,Sedan 4D,3.0L I6 DI,Germany,5 Series 535i
589372943478554624,E1A6SE,1N4AL3AP7EC144813,Nissan,Altima Base / S / SL / SV,2014,-,Sedan 4D,2.5L I4 SMPI,United States,Altima Base / S / SL / SV
589372943478554624,CTV5316,WA1CCAFP0GA136089,Audi,SQ5 Premium Plus,2016,-,SUV 4D,3.0L V6 DI,Germany,SQ5 Premium Plus
589372943478554624,CCF3585,19XFC1F98HE013157,Honda,Civic Touring,2017,-,Sedan 4D,1.5L I4 DI,United States,Civic Touring
589372943478554624,CRF7553,JTHBK1EG7B2453925,Lexus,ES 350,2011,-,Sedan 4D,3.5L V6 SFI,Japan,ES 350
589372943478554624,CHF8921,1GNEVKKW3JJ261629,Chevrolet,Traverse High Country,2018,High Country,SUV 4D,3.6L V6 DI,United States,Traverse High Country
589372943478554624,CBN6311,5FPYK3F58HB035438,Honda,Ridgeline RTL,2017,-,Crew Cab 4D,3.5L V6 DI,United States,Ridgeline RTL
589372943478554624,CSV7831,1G1ND52F34M523383,Chevrolet,Malibu Classic,2004,-,Sedan 4D,2.2L I4 MPI,United States,Malibu Classic
589372943478554624,HFX0883,3GCPKSE38BG265268,Chevrolet,Silverado 1500 LT,2011,-,Crew Cab 4D,5.3L V8 SFI,Mexico,Silverado 1500 LT
589372943478554624,CTH2509,1N4AL3AP7DN488578,Nissan,Altima Base / S / SL / SV,2013,-,Sedan 4D,2.5L I4 SMPI,United States,Altima Base / S / SL / SV
589372943478554624,APA0MC,WBA3A5C54DF356126,BMW,3 Series 328i,2013,-,Sedan 4D,2.0L I4 DI,Germany,3 Series 328i
589372943478554624,RIPMOM,2G2FS22K5X2212940,Pontiac,Firebird,1999,-,Coupe 2D,3.8L V6 SFI,Canada,Firebird 
589372943478554624,BHX3507,JN1BZ34E47M550295,Nissan,350Z Base / Enthusiast / GrandTouring / Nismo / Touring,2007,-,Coupe 2D,3.5L V6 MPI,Japan,350Z Base / Enthusiast / GrandTouring / Nismo / Touring
589372943478554624,BXL4064,4T4BF3EKXBR171208,Toyota,Camry Base / LE / SE / XLE,2011,-,Sedan 4D,2.5L I4 SFI,United States,Camry Base / LE / SE / XLE
589372943478554624,EAA5BAA,1N4AL3AP3HC293207,Nissan,Altima Base / S / SL / SR / SV,2017,-,Sedan 4D,2.5L I4 SMPI,United States,Altima Base / S / SL / SR / SV
589372943478554624,FYA9CDA,1GNDT13S652236313,Chevrolet,Trailblazer LS / LT,2005,-,SUV 4D,4.2L I6 MPI,United States,Trailblazer LS / LT
589372943478554624,BDA1CF,1FTFX1EG3FFA72379,Ford,F150 Lariat / XL / XLT,2015,-,Supercab 4D,3.5L V6 DI,United States,F150 Lariat / XL / XLT
589372943478554624,KHW04,4T4BF1FK1ER417490,Toyota,Camry L / LE / SE / SE Sport / XLE,2014,-,Sedan 4D,2.5L I4 SFI,United States,Camry L / LE / SE / SE Sport / XLE
589372943478554624,CBC1269,KM8J33A44HU461572,Hyundai,Tucson SE / SE Plus,2017,-,SUV 4D,2.0L I4 DI,South Korea,Tucson SE / SE Plus
589372943478554624,CCE6457,2C3KA53G87H805458,Chrysler,300 Limited / Touring,2007,-,Sedan 4D,3.5L V6 MPI,Canada,300 Limited / Touring
589372943478554624,CBC1456,JN8AY2ND2H9001473,Nissan,Armada Platinum / SL / SV,2017,-,SUV 4D,5.6L V8 MPI,Japan,Armada Platinum / SL / SV
589372943478554624,BRT3595,3N1AB7AP2FY310011,Nissan,Sentra FE+S / S / SL / SR / SV,2015,-,Sedan 4D,1.8L I4 SMPI,Mexico,Sentra FE+S / S / SL / SR / SV
589372943478554624,CCL0104,1N4AA5AP2DC844335,Nissan,Maxima S / SV,2013,-,Sedan 4D,3.5L V6 MPI / SMPI,United States,Maxima S / SV
589372943478554624,CEY3267,1N4AL2AP4CC128916,Nissan,Altima S / SL,2012,-,Sedan 4D,2.5L I4 EFI,United States,Altima S / SL
589372943478554624,BRF0007,5TENL42N21Z855944,Toyota,Tacoma,2001,-,Regular Cab 2D,2.4L I4 EFI,United States,Tacoma 
589372943478554624,CMF5683,5TBRT38102S242387,Toyota,Tundra Limited,2002,-,Access Cab 4D,4.7L V8 EFI,United States,Tundra Limited
589372943478554624,EZH577,1G1LV14W0KE156718,Chevrolet,Beretta,1989,-,Coupe 2D,2.8L V6 MPI,United States,Beretta 
589372943478554624,CPA1450,JT3HN86R8W0167504,Toyota,4Runner SR5,1998,-,SUV 4D,3.4L V6 EFI,Japan,4Runner SR5
589372943478554624,BRA3DE,1GCEC14TX4Z153526,Chevrolet,Silverado 1500 Base / LS / W/T,2004,-,Regular Cab 2D,5.3L V8 SFI,United States,Silverado 1500 Base / LS / W/T
589372943478554624,FBA7BEA,1FM5K7F81JGB45820,Ford,Explorer Limited,2018,Limited,SUV 4D,3.5L V6 SMPI,United States,Explorer Limited
589372943478554624,LZY38,1J4FT28B49D158960,Jeep,Patriot Sport,2009,-,SUV 4D,2.4L I4 SFI,United States,Patriot Sport
589372943478554624,CPE0841,3C4PDCAB5ET133934,Dodge,Journey SE,2014,-,SUV 4D,2.4L I4 SFI,Mexico,Journey SE
589372943478554624,58A26C,1J4FA54109L703868,Jeep,Wrangler Sahara,2009,-,SUV 2D,3.8L V6 SFI,United States,Wrangler Sahara
589372943478554624,CAA2599,5J8TC2H56KL035094,Acura,RDX,2019,Technology Package,SUV 4D,2.0L I4 DI,United States,RDX 
589372943478554624,4ZA0CB,1FTBR1Y82LKA88086,Ford,Transit 250 Low Roof,2020,250 Van,Cargo Van 2D,3.5L V6 DI,United States,Transit 250 Low Roof
589372943478554624,BSM5131,1C6RR6MT3ES326933,Ram,1500 Sport,2014,-,Crew Cab 4D,5.7L V8 SMPI,United States,1500 Sport
589372943478554624,FP17558,1GYKNCRS5MZ142632,Cadillac,XT5 Premium Luxury,2021,-,SUV 4D,3.6L V6 DI,United States,XT5 Premium Luxury
589372943478554624,BPL7211,5XXGN4A73EG269537,Kia,Optima EX,2014,-,Sedan 4D,2.4L I4 DI,United States,Optima EX
589372943478554624,9PA6HC,19UUA56852A049976,Acura,TL S,2002,-,Sedan 4D,3.2L V6 EFI,United States,TL S
589372943478554624,48A9GF,1FTSS3ELXDDA83880,Ford,E350 Vans Econoline,2013,-,Extended Cargo Van 3D,5.4L V8 SFI,United States,E350 Vans Econoline
589372943478554624,CBE2498,2B3CA8CT3AH317834,Dodge,Charger R/T,2010,-,Sedan 4D,5.7L V8 SFI,Canada,Charger R/T
589372943478554624,NHA6BE,3VWE57BU6MM018762,Volkswagen,Jetta SEL,2021,-,Sedan 4D,1.4L I4 DI,Mexico,Jetta SEL
589372943478554624,NKA6SD,5J8TB3H54EL009994,Acura,RDX,2014,-,SUV 4D,3.5L V6 PGM-FI,United States,RDX 
589372943478554624,CVR1091,5TFAW5F19HX609901,Toyota,Tundra 1794 Edition / Platinum,2017,-,Crew Cab / Crew Max 4D,5.7L V8 EFI,United States,Tundra 1794 Edition / Platinum
589372943478554624,CMK9437,3VWD17AJ8HM395615,Volkswagen,Jetta Sport,2017,-,Sedan 4D,1.8L I4 DI,Mexico,Jetta Sport
589372943478554624,BEZ1667,5XYKT3A62CG256675,Kia,Sorento Base / LX,2012,-,SUV 4D,2.4L I4 DI,United States,Sorento Base / LX
589372943478554624,1E60J7,WBAVL1C57EVY13613,BMW,X1 XDrive 28i,2014,-,SAV 4D,2.0L I4 DI,Germany,X1 XDrive 28i
589372943478554624,J7A9CD,3GNCJPSB1LL310724,Chevrolet,Trax LT,2020,LT,SUV 4D,1.4L I4 MFI,Mexico,Trax LT
589372943478554624,BCJ4160,5FRYD4H59HB001996,Acura,MDX SH-AWD,2017,-,SUV 4D,3.5L V6 DI,United States,MDX SH-AWD
589372943478554624,5YA1HE,YV4A22PL1M1746058,Volvo,XC90 T6 Inscription,2021,-,SUV 4D,2.0L I4 DI,Sweden,XC90 T6 Inscription
589372943478554624,8HNV815,WDDHF5KB7GB174648,Mercedes-Benz,E Class E350,2016,-,Luxury Sedan / Sedan 4D,3.5L V6 DI / FI / SFI,Germany,E Class E350
589372943478554624,963WYJ,5UX83DP08N9L01785,BMW,X3,2022,-,,,,X3
589372943478554624,ASA1924,1GNSCBKC9JR271095,Chevrolet,Tahoe LT,2018,-,SUV 4D,5.3L V8 DI,United States,Tahoe LT
589372943478554624,BTG8084,3GYFNBE39FS573615,Cadillac,SRX Luxury,2015,-,SUV 4D,3.6L V6 SIDI,Mexico,SRX Luxury
589372943478554624,AXTC87,1FT8W4DT0MEC27534,Ford,F450 Super Duty King Ranch / Lariat / Limited / Platinum / XL / XLT,2021,King Ranch,Crew Cab 4D,6.7L V8 DI,United States,F450 Super Duty King Ranch / Lariat / Limited / Platinum / XL / XLT
589372943478554624,8NVA307,3FA6P0D99LR174884,Ford,Fusion Titanium,2020,Titanium,Sedan 4D,2.0L I4 DI,Mexico,Fusion Titanium
589372943478554624,BHZ7924,5FNRL5H46EB119408,Honda,Odyssey EX,2014,-,Wagon 4D,3.5L V6 MPI,United States,Odyssey EX
589372943478554624,H1A0ZD,WBXHU7C31J5H40432,BMW,X1 sDrive 28i,2018,SDrive28i,SAV 4D,2.0L I4 DI,Germany,X1 sDrive 28i
589372943478554624,RSA2TB,1G1AS18HX97209709,Chevrolet,Cobalt LS,2009,-,Coupe 2D,2.2L I4 MPI,United States,Cobalt LS
589372943478554624,0RA1CKA,1G1FK1R68H0206639,Chevrolet,Camaro ZL1,2017,-,Coupe 2D,6.2L V8 DI,United States,Camaro ZL1
589372943478554624,CPP9888,YV440MDM7F2688501,Volvo,XC60 T5 Platinum,2015,-,SUV 4D,2.0L I4 DI,Sweden,XC60 T5 Platinum
589372943478554624,4PA4DC,1F65F5DN1L0A19610,Ford,Motorhome Chassis,2020,-,,7.3-L V-8 OHV 16V,United States,Motorhome Chassis
589372943478554624,NMA4DF,3HGGK5G63LM703241,Honda,Fit Sport,2020,-,Hatchback 4D,1.5L I4 DI,Mexico,Fit Sport
589372943478554624,TVA7CB,JA3BN74K8PY041226,Mitsubishi,3000GT VR-4,1993,VR-4,Coupe 2D,3.0L V6 MPI,Japan,3000GT VR-4
589372943478554624,PCK074,WP0AA0956GN155195,Porsche,944 Turbo,1986,Turbo,Coupe 2D,2.5L I4 FI,Germany,944 Turbo
589372943478554624,VPA6MD,1FMPU17L23LB46942,Ford,Expedition Eddie Bauer,2003,-,SUV 4D,5.4L V8 EFI,United States,Expedition Eddie Bauer
589372943478554624,CMV1465,JTKJF5C7XD3066139,Scion,tC Base / Release Series 8.0,2013,-,Hatchback 2D,2.5L I4 SFI,Japan,tC Base / Release Series 8.0
589372943478554624,3KA1SE,1J4HR58N66C347209,Jeep,Grand Cherokee Limited,2006,-,SUV 4D,4.7L V8 MPI,United States,Grand Cherokee Limited
589372943478554624,FAA7KA,1FM5K8F89DGC35632,Ford,Explorer Limited,2013,-,SUV 4D,3.5L V6 SMPI,United States,Explorer Limited
589372943478554624,NAA2VB,1G1ZB5ST0HF219256,Chevrolet,Malibu LS,2017,-,Sedan 4D,1.5L I4 DI,United States,Malibu LS
589372943478554624,GTA6BMA,1C3CC4FB0AN214189,Chrysler,Sebring Touring,2010,-,Sedan 4D,2.4L I4 SMPI,United States,Sebring Touring
589372943478554624,AJK1402,1FTYR10D75PA03901,Ford,Ranger XL / XLT,2005,-,Regular Cab 2D,2.3L I4 EFI,United States,Ranger XL / XLT
589372943478554624,FBA6JF,1N4AL3AP2FC464963,Nissan,Altima Base / S / SL / SV / Special Edition,2015,-,Sedan 4D,2.5L I4 SMPI,United States,Altima Base / S / SL / SV / Special Edition
589372943478554624,STLSW,1C4BJWDG7HL652205,Jeep,Wrangler Unlimited Sport,2017,-,SUV 4D,3.6L V6 MPI,United States,Wrangler Unlimited Sport
589372943478554624,BXR3440,1FM5K7B88HGA70209,Ford,Explorer,2017,-,SUV 4D,3.5L V6 FI / SMPI,United States,Explorer 
589372943478554624,3XA2GA,1FMJK1MT9LEA81141,Ford,Expedition MaxPlatinum,2020,-,SUV 4D,3.5L V6 DI,United States,Expedition MaxPlatinum
589372943478554624,CMJ6413,WDBTK56F79T105015,Mercedes-Benz,CLK Class CLK350,2009,-,Cabriolet 2D,3.5L V6 FI,Germany,CLK Class CLK350
589372943478554624,VNA5GE,4F4ZR16V1XTM28441,Mazda,B3000 SE / TL,1999,-,Cab Plus / Cab Plus 4 2D,3.0L V6 EFI,United States,B3000 SE / TL
589372943478554624,EDK619,2GNAXYEX8K6289926,Chevrolet,Equinox Premier,2019,Premier 2.0,SUV 4D,2.0L I4 DI,Canada,Equinox Premier
589372943478554624,BFR5378,1ZVFT84N775283917,Ford,Mustang,2007,-,Convertible 2D,4.0L V6 EFI,United States,Mustang 
589372943478554624,PWA6AVA,JH4DC53076S006603,Acura,RSX S,2006,-,Coupe 2D,2.0L I4 EFI,Japan,RSX S
